"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Economic Sector targeted by intervention","LCRP Appeal","Government Strategy Supported","Funded_by","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Training certified/accredited","For UNICEF Partners","Governorate","database.id","database"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i1113640696","Outcome 2 : # of female job seekers supported who access employment","Individuals",4,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m0086136073","s1425721288","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome & Output Indicators",NA,NA,"i1113640696","Outcome 2 : # of female job seekers supported who access employment","Individuals",2,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1984819165","s1425721288","2018-03-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",3,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1984819165","s1425721288","2018-03-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",4,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1358356871","s1425721288","2018-02-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i0992541743","Outcome 2: # of female beneficiaries engaged in home-based income generation","Individuals",31,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m0086136073","s1425721288","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",3,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i1138471395","Output 1.1 # of new Lebanese MSMEs/cooperatives established","MSMEs",1,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i0823702651","Outcome 1- # of MSMEs with increased revenues / improved production","MSMEs",14,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i1323405622","Outcome 1 - # of new commercial linkages for MSMEs","MSMEs",8,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",2,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m0441385289","s1473818419","2018-02-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i0614531330","Outcome 1 - # of jobs created in supported MSMEs/cooperatives &value chains","Jobs",3,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i0992541743","Outcome 2: # of female beneficiaries engaged in home-based income generation","Individuals",10,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome & Output Indicators",NA,NA,"i1113640696","Outcome 2 : # of female job seekers supported who access employment","Individuals",1,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m0441385289","s1473818419","2018-02-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i1730464918","Outcome 1 - # of jobs maintained in supported MSMEs/cooperatives &value chains","Jobs",23,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1665730609","s1473818419","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",3,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m0470343753","s1646772618","2018-03-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome & Output Indicators",NA,NA,"i1113640696","Outcome 2 : # of female job seekers supported who access employment","Individuals",4,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1861280262","s1646772618","2018-02-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i1113640696","Outcome 2 : # of female job seekers supported who access employment","Individuals",4,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1034834121","s1646772618","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Outcome & Output Indicators",NA,NA,"i1113640696","Outcome 2 : # of female job seekers supported who access employment","Individuals",2,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m0470343753","s1646772618","2018-03-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-02-28","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",2,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1861280262","s1646772618","2018-02-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-01-31","Outcome & Output Indicators",NA,NA,"i0524473580","Outcome 2 : # of male job seekers supported who access employment","Individuals",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","International Rescue Committee","p0000000016","IRC",NA,NA,"Agriculture, forestry and fishing,Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Manufacturing,Electricity, gas, steam and air conditioning supply,Water supply; sewerage, waste management and remediation activities,Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,IT, Information and communication,Financial and insurance activities,Administrative and support service activities,Arts, entertainment and recreation,Home based activities,Other service activities","Yes","MOET SME strategy,MEHE TVET Roadmap","UK","Livelihoods","m1034834121","s1646772618","2018-01-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i1729795559","1.1.1.1: # male youth entrepreneurs&employees who benefitted from business management training","Individuals",1,"Aali En-Nahri","51073","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Aali En-Nahri","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Wholesale and retail trade; repair of motor vehicl,IT, Information and communication,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","Italy","Livelihoods","m0830668108","s0001200804","2018-06-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i2073086503","1.1.1.1: # female youth entrepreneurs&employees who benefitted from business management training","Individuals",1,"Aali En-Nahri","51073","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Aali En-Nahri","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Wholesale and retail trade; repair of motor vehicl,IT, Information and communication,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","Italy","Livelihoods","m0830668108","s0001200804","2018-06-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i1729795559","1.1.1.1: # male youth entrepreneurs&employees who benefitted from business management training","Individuals",5,"Aanjar (Haouch Moussa)","51058","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Aanjar (Haouch Moussa)","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Wholesale and retail trade; repair of motor vehicl,IT, Information and communication,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","Italy","Livelihoods","m0074314718","s0123597488","2018-06-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i2073086503","1.1.1.1: # female youth entrepreneurs&employees who benefitted from business management training","Individuals",2,"Aanjar (Haouch Moussa)","51058","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Aanjar (Haouch Moussa)","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Wholesale and retail trade; repair of motor vehicl,IT, Information and communication,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","Italy","Livelihoods","m0074314718","s0123597488","2018-06-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Mazraa foncière","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Construction,Accommodation and food service activities,Home based activities,Other service activities","Yes","Other","Others","Livelihoods","m0553320274","s0137119740","2018-04-01","Women",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i0861964276","1.1.1.1: # female (non-youth) entrepreneurs&employees who benefitted from business management training","Individuals",3,"Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Mazraa foncière","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Hospitality & Tourism,Hairdressing & Other Beauty,Handicraft,Construction,Accommodation and food service activities,Home based activities,Other service activities","Yes","Other","Others","Livelihoods","m0553320274","s0137119740","2018-04-01","Women",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i1729795559","1.1.1.1: # male youth entrepreneurs&employees who benefitted from business management training","Individuals",3,"Hazerta","51080","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Hazerta","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Wholesale and retail trade; repair of motor vehicl,IT, Information and communication,Arts, entertainment and recreation,Other service activities","Yes","MEHE TVET Roadmap","Italy","Livelihoods","m1026399429","s0260402259","2018-06-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i1729795559","1.1.1.1: # male youth entrepreneurs&employees who benefitted from business management training","Individuals",2,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Hairdressing & Other Beauty,Handicraft,Manufacturing,Construction,Wholesale and retail trade; repair of motor vehicl,Home based activities,Other service activities","Yes","None","Others","Livelihoods","m0106938638","s0288603013","2018-04-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i2073086503","1.1.1.1: # female youth entrepreneurs&employees who benefitted from business management training","Individuals",2,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Hairdressing & Other Beauty,Handicraft,Manufacturing,Construction,Wholesale and retail trade; repair of motor vehicl,Home based activities,Other service activities","Yes","None","Others","Livelihoods","m0106938638","s0288603013","2018-04-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Hairdressing & Other Beauty,Handicraft,Manufacturing,Construction,Wholesale and retail trade; repair of motor vehicl,Home based activities,Other service activities","Yes","None","Others","Livelihoods","m0106938638","s0288603013","2018-04-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting","Activity-1.1.1: Business management trainings","i0861964276","1.1.1.1: # female (non-youth) entrepreneurs&employees who benefitted from business management training","Individuals",3,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","AlMajmoua","p0000013775","AlMajmoua",NA,NA,"Hairdressing & Other Beauty,Handicraft,Manufacturing,Construction,Wholesale and retail trade; repair of motor vehicl,Home based activities,Other service activities","Yes","None","Others","Livelihoods","m0106938638","s0288603013","2018-04-01","Women,Youth",NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m0089097797","s0434105958","2018-07-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-12-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m0575977186","s0434105958","2018-12-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m0973305919","s0434105958","2018-03-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-11-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m1872962492","s0434105958","2018-11-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-09-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m1471657778","s0434105958","2018-09-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m1127646327","s0434105958","2018-04-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
"2018-10-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Cadastre","Livelihoods Activity Reporting",NA,"i0890541493","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Saida El-Oustani","61001","Saida","LBN61","Sud","8",NA,NA,NA,"Saida El-Oustani",NA,"p0000000039","CESVI",NA,NA,"Construction","Yes","MOET SME strategy","Netherlands","Livelihoods","m0123031977","s0434105958","2018-10-01",NA,NA,NA,NA,8413,"LCRP-2018-R Livelihoods"
