"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","Funded_by","LCRP Appeal","database.id","database"
"2019-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1932468147",NA,"2.1.1.2.A: LEB-Male # of individuals receiving food assistance through NPTP","Individuals",86,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1683653874","s0198442006","2019-05-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0583803474","s0198442006","2019-07-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0477721111",NA,"2.1.1.2.B: LEB-Amount of cash ($) redeemed through NPTP","USD",4320,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1683653874","s0198442006","2019-05-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0477721111",NA,"2.1.1.2.B: LEB-Amount of cash ($) redeemed through NPTP","USD",4320,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0801949052","s0198442006","2019-02-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1632523111","s0198442006","2019-03-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-11-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0477721111",NA,"2.1.1.2.B: LEB-Amount of cash ($) redeemed through NPTP","USD",4320,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0343564718","s0198442006","2019-11-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1932468147",NA,"2.1.1.2.A: LEB-Male # of individuals receiving food assistance through NPTP","Individuals",86,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0306047289","s0198442006","2019-04-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1932468147",NA,"2.1.1.2.A: LEB-Male # of individuals receiving food assistance through NPTP","Individuals",86,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0583803474","s0198442006","2019-07-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0477721111",NA,"2.1.1.2.B: LEB-Amount of cash ($) redeemed through NPTP","USD",4320,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0884138984","s0198442006","2019-01-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0477721111",NA,"2.1.1.2.B: LEB-Amount of cash ($) redeemed through NPTP","USD",4320,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1144456194","s0198442006","2019-08-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m2066423025","s0198442006","2019-10-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1932468147",NA,"2.1.1.2.A: LEB-Male # of individuals receiving food assistance through NPTP","Individuals",86,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1144456194","s0198442006","2019-08-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1932468147",NA,"2.1.1.2.A: LEB-Male # of individuals receiving food assistance through NPTP","Individuals",86,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1249336392","s0198442006","2019-06-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1932468147",NA,"2.1.1.2.A: LEB-Male # of individuals receiving food assistance through NPTP","Individuals",86,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0801949052","s0198442006","2019-02-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0884138984","s0198442006","2019-01-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0306047289","s0198442006","2019-04-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-12-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",99,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0109861356","s0198442006","2019-12-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m1249336392","s0198442006","2019-06-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1431692961",NA,"2.1.1.2.A: LEB-Female # of individuals receiving food assistance through NPTP","Individuals",74,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Ministry of Social Affairs","p0000001371","MoSA",NA,NA,"m0801949052","s0198442006","2019-02-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-11-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",2168,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0969969322","s0300561439","2019-11-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",152496,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1286456274","s0300561439","2019-04-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3026,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0778116433","s0300561439","2019-06-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",151200,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0653324093","s0300561439","2019-08-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",151956,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1706376934","s0300561439","2019-10-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3015,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1706376934","s0300561439","2019-10-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-12-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",1787,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1670727373","s0300561439","2019-12-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",153765,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0400852301","s0300561439","2019-02-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3024,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0160140379","s0300561439","2019-07-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",151281,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0244408429","s0300561439","2019-09-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-11-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",107919,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0969969322","s0300561439","2019-11-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",2968,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1366488200","s0300561439","2019-05-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",152874,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0568882232","s0300561439","2019-03-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3046,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0400852301","s0300561439","2019-02-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",152334,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0160140379","s0300561439","2019-07-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2587,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1366488200","s0300561439","2019-05-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2295,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0249113737","s0300561439","2019-01-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",2690,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0249113737","s0300561439","2019-01-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-02-28","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2649,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0400852301","s0300561439","2019-02-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2639,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0568882232","s0300561439","2019-03-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2626,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1286456274","s0300561439","2019-04-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2613,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1706376934","s0300561439","2019-10-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",149985,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1366488200","s0300561439","2019-05-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2597,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0244408429","s0300561439","2019-09-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",152712,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0778116433","s0300561439","2019-06-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2618,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0160140379","s0300561439","2019-07-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-11-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",1829,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0969969322","s0300561439","2019-11-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-01-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",134595,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0249113737","s0300561439","2019-01-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2596,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0653324093","s0300561439","2019-08-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3006,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0244408429","s0300561439","2019-09-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-04-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3022,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1286456274","s0300561439","2019-04-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-12-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i1252412951",NA,"2.1.1.1.B: SYR-Amount of cash ($) redeemed through e-cards","USD",105030,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1670727373","s0300561439","2019-12-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-03-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",3023,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0568882232","s0300561439","2019-03-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-12-31","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i2014609597",NA,"2.1.1.1.A: SYR-Female # of individuals receiving food assistance through e-cards","Individuals",2103,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m1670727373","s0300561439","2019-12-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 2.1: Direct access to food for vulnerable populations through cash based food assistance improved","Outcome 2: Improve FOOD ACCESS through cash based  food assistance and agricultural livelihoods","Activity 2.1.1",NA,"i0602496595",NA,"2.1.1.1.A: SYR-Male # of individuals receiving food assistance through e-cards","Individuals",2630,NA,NA,"Koura","LBN54","Nord","4",NA,NA,NA,"Koura","Danish Refugee Council","p0000000257","DRC",NA,NA,"m0778116433","s0300561439","2019-06-01","WFP","Yes",10150,"LCRP-2019-R Food Security"
