"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","database.id","database"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",29400,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1224974435","s0377298001","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",84,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1224974435","s0377298001","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",14700,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0665939935","s0377298001","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0180036293","1.1.2.2:LEB- Total USD amount distributed","USD",27300,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1224974435","s0377298001","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",911,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","World Vision International","p0000000436","WVI",NA,NA,"UNHCR","m0460647615","s0378243203","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",346,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","World Vision International","p0000000436","WVI",NA,NA,"UNHCR","m1806633829","s0378243203","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",845,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","World Vision International","p0000000436","WVI",NA,NA,"UNHCR","m1931592627","s0378243203","2018-04-01",8419,"LCRP-2018-R Basic Assistance"
"2018-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0315585088","Activity-1.1.1: CONDUCT HOUSEHOLD LEVEL SOCIO-ECONOMIC  VULNERABILITY PROFILING (AND MONITORING)","Household",7,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","World Vision International","p0000000436","WVI",NA,NA,"UNHCR","m0426689833","s0378243203","2018-05-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",605,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","World Vision International","p0000000436","WVI",NA,NA,"UNHCR","m1555351736","s0378243203","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",152,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m1815340192","s0380188890","2018-04-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",66,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m0437566617","s0380188890","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",47,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m1885722445","s0380188890","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",44,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m0142684114","s0380188890","2018-05-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",18,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m0098164734","s0380188890","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",38,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m2059431105","s0380188890","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0180036293","1.1.2.2:LEB- Total USD amount distributed","USD",17500,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1659386025","s0397651942","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1016696224","1.1.2.1:LEB- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",100,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0441819929","s0397651942","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0180036293","1.1.2.2:LEB- Total USD amount distributed","USD",35000,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0441819929","s0397651942","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",142100,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0441819929","s0397651942","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1016696224","1.1.2.1:LEB- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",100,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1659386025","s0397651942","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",406,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0888660787","s0397651942","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",71050,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0888660787","s0397651942","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0180036293","1.1.2.2:LEB- Total USD amount distributed","USD",17500,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0888660787","s0397651942","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",406,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0441819929","s0397651942","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1016696224","1.1.2.1:LEB- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",100,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m0888660787","s0397651942","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",406,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1659386025","s0397651942","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",71050,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Lebanese Red Cross","p0000002343","Lebanese Red Cross",NA,NA,"Independent","m1659386025","s0397651942","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",18,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0679761765","s0401174772","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",3123,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0798105181","s0401174772","2018-04-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",18,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0256521051","s0401174772","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",18,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0092381324","s0401174772","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",18,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0798105181","s0401174772","2018-04-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",3123,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0256521051","s0401174772","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",3123,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0679761765","s0401174772","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",3123,NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0092381324","s0401174772","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1016696224","1.1.2.1:LEB- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",15,NA,NA,"Kesrouane","LBN35","Mont Liban","5",NA,NA,NA,"Kesrouane","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m0098239335","s0404575463","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0625224675","1.1.1.1:DisSyr- # of affected households profiled (# HH Visits)","Household",10,NA,NA,"Kesrouane","LBN35","Mont Liban","5",NA,NA,NA,"Kesrouane","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m1620309989","s0404575463","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0180036293","1.1.2.2:LEB- Total USD amount distributed","USD",5205,NA,NA,"Kesrouane","LBN35","Mont Liban","5",NA,NA,NA,"Kesrouane","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m0098239335","s0404575463","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0382386419","1.1.1.1:LEB- # of affected households profiled (# HH Visits)","Household",15,NA,NA,"Kesrouane","LBN35","Mont Liban","5",NA,NA,NA,"Kesrouane","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m1620309989","s0404575463","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1016696224","1.1.2.1:LEB- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",29,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m1336491182","s0405476039","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0180036293","1.1.2.2:LEB- Total USD amount distributed","USD",10063,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m1336491182","s0405476039","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0382386419","1.1.1.1:LEB- # of affected households profiled (# HH Visits)","Household",15,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m1737814089","s0405476039","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0382386419","1.1.1.1:LEB- # of affected households profiled (# HH Visits)","Household",7,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"Independent","m1368593051","s0427425601","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",78,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m2018529494","s0428619629","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",14875,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0182407972","s0428619629","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",18550,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1198544793","s0428619629","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",84,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1419705245","s0428619629","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",106,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1198544793","s0428619629","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",13650,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m2018529494","s0428619629","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",17500,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1995380420","s0428619629","2018-05-01",8419,"LCRP-2018-R Basic Assistance"
"2018-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",100,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1995380420","s0428619629","2018-05-01",8419,"LCRP-2018-R Basic Assistance"
"2018-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",14700,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1419705245","s0428619629","2018-02-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",85,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0182407972","s0428619629","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
"2018-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",98,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0544371818","s0428619629","2018-04-01",8419,"LCRP-2018-R Basic Assistance"
"2018-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",17150,NA,NA,"Zgharta","LBN57","Nord","4",NA,NA,NA,"Zgharta","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0544371818","s0428619629","2018-04-01",8419,"LCRP-2018-R Basic Assistance"
"2018-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1210,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1848480779","s0436684032","2018-06-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",205800,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1877694019","s0436684032","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1176,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1877694019","s0436684032","2018-01-01",8419,"LCRP-2018-R Basic Assistance"
"2018-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i0057449805","1.1.2.2:DisSyr- Total USD amount distributed","USD",209650,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0068850693","s0436684032","2018-05-01",8419,"LCRP-2018-R Basic Assistance"
"2018-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"i1592673344","1.1.2.1:DisSyr- # of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1176,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0574335998","s0436684032","2018-03-01",8419,"LCRP-2018-R Basic Assistance"
