"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","ai_allsites.alternate_name","ai_allsites.geographic_location.latitude","ai_allsites.geographic_location.longitude","ai_allsites.name","cadastral_area.code","cadastral_area.name","caza.code","caza.name","comment","comments","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","site_type","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k7braej55","35277_09_001",34.51338056,35.96009722,"PC: Nahr el Bared",35002,"Mhammaret","LBN51","Aakar","community center and UNRWA PHC",NA,NA,"UNICEF",2,"Akkar","2020-02","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k7bsgt8fc","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-02","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k7bsrc2ee","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-02","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k7bswq5ff","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-02","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",6
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k7btj3gtj","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-02","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck8k8uf47a","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-03","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck9wvkctd2","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-04","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck9wvoshs3","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-04","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cijo1y3kaxldscj5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cyccs2nkaxmlhsr9","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ckocz7ykaxn1cjfa","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-05","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c765pnkkc1ti95i7","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cc08e6bkc1tn6fe8","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c1m2tmykc1tqzo59","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cfy1cw1kc1u7s2hc","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cd059hdkd8thniz9","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ct0b3ehkel0cmww3","35277_09_001",34.51338056,35.96009722,"PC: Nahr el Bared",35002,"Mhammaret","LBN51","Aakar","community center and UNRWA PHC",NA,NA,"UNICEF",2,"Akkar","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c7fsn9ekfxln6gm2","35277_09_001",34.51338056,35.96009722,"PC: Nahr el Bared",35002,"Mhammaret","LBN51","Aakar","community center and UNRWA PHC",NA,NA,"UNICEF",2,"Akkar","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cc0lkeykfxnafywa","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","csdegbqkfxnjlq8b","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck85yfokfxnz1hmc","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-09","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cs1ta56kh0mho1m2","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cj0qnjgkh0mrvqt3","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ccssfk0kh0n5p2v6","LBN11092",33.877061,35.486991,"LOC: Mar Elias Palestinian camp",10008,"Msaitbe foncière","LBN11","Beirut","Multidisciplinary child developmental service SE, ST,OT, Physio",NA,NA,"UNICEF",7,"Beyrouth","2020-10","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cum89wfkie90ufae","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-11","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","chssymlkie9exo6h","62111_09_002",33.27306667,35.21165278,"PC: El Buss",62006,"Sour","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-11","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cind6d7kjk3qsg9b","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-12","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6b",NA,"2.1.c_Speaking: # of high risk boys and girls receiving specialized/ focused PSS",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k6anjj219","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-01","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","k7br0kb14","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-02","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck8k7ze3e7","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-03","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ck9wv448n7","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-04","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cwhfbvjkc1soj5m3","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c7c3olxkc1t3ftw5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cmhk4rpkc1t6dji6","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cfy1cw1kc1u7s2hc","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cm1lwcskd8o1cqr3","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ckiy5tmkd8svv3e5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cijuzapkel0okk04","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrd6c",NA,"2.1.d_SYR_Female: # of high to medium risk boys and girls receiving case management",1
