"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","X2.3.1._training_modules_are_developed_and_tested_by_cerd","X2.3.2._a_baseline_study_on_public_school_teachers_in_lebanon_is_published","X2.3.2._a_child_friendly_version_of_the_mehe.s_cp_policy_is_drafted._designed_and_rolled_out","X2.3.2._a_community.centric_school_maintenance_policy_adopted_and_enforced_by_mehe","X2.3.2._a_national_strategy.policy_on_inclusive_education_is_validated_by_the_mehe","X2.3.2._policy_documents_on_the_institutionalization_of_ttcm_are_available","X2.3.2._qualitative_study_on_gender_dimensions_of_violence_against_children_in_schools_is_published","X2.3.2._the_inter.ministerial_national_strategy_on_child_marriage_in_education_is_implemented","X2.3.3._technical_review_of_alp_packages_conducted_as_applicable","X2.3.3._technical_review_of_cb.ece_packages_conducted_as_applicable","X2.3.4._the_content_of_the_remedial.homework_support_package_is_revised_to_cater_for_lebanese_and_non.lebanese_children_in_basic_education","X2.3.5._document_available_on_unicef.s_standardised_rates_and_procedures_to_support_the_mehe.unicef_awp","X2.3.5._technical_assistance_and.or_deployment_support","X2.3.5._technical_support_for_contingency_planning","X2.3.5._technical_support_for_curriculum_review","X2.3.6._the_race_ii_mtr_document._oriented_towards_lebanon.s_sdg4_goals._is_completed_and_validated_by_the_mehe_and_rec","children_with_disability_in_retention_support","comment","disability._children_with_a_disability_enrolled_in_nfe_programs","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","language_program_venue","month","outreach_platform_._questionnaire_used_by_partner","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","remedial.homework_support_programs_venue","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cqhc0dukh62fnrwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cb2jht3kh62u20jf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c2gxwyvkh637enbi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c9o1yjykh63dvizk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud",NA,"2020-10",NA,"AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c6q7odpkh9gg2702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"AICS",5,"Mont Liban",NA,"2020-10",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-13",NA,"CS/11263/10","AICS/AMAL","2019-06-14",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c5tnyf6kha8bijl4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNOCHA",5,"Mont Liban",NA,"2020-10",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-31",NA,"LEB-19/DDA-3604/SA1/E/INGO/13129","OCHA","2019-09-01",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cxr1my6khah3igl5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-10",NA,"WVI","World Vision International",NA,"2021-01-12",NA,"LEBA/PCA2017046/PD2020747","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",11
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cfyv520khahmiz27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-10",NA,"WVI","World Vision International",NA,"2021-01-12",NA,"LEBA/PCA2017046/PD2020747","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",8
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c39dblgkhahopa99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-10",NA,"WVI","World Vision International",NA,"2021-01-12",NA,"LEBA/PCA2017046/PD2020747","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c5dxa1ikhguexjr2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-10",NA,"Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","csp6jbski67pjfi6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNOCHA",5,"Mont Liban",NA,"2020-11",NA,"WCH","War Child Holland","The reporting of numbers regarding this project will be divided into two cycles ( cycle 1 : 12-Nov-2019... 31-Mar-2020/ Cycle 2...","2020-08-31",NA,"LEB-19/DDA-3604/SA1/E/INGO/13165","Providing Early Childhood Education to 1200 PRL, PRS and Syrian refugee children at risk in Mount Lebanon","2019-09-01",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",8
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c46ogs3ki7iihsu1v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phase 2 (and phase one was added following to unicef requirement in November)","Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-11",NA,"SCI","Save the Children International",NA,"2021-01-31","LCRP","75201687","UNICEF_ Education 2020","2020-06-24",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cttfsdwki7ijl6j1w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phase 2 (and phase one was added following to unicef requirement in November)","Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-11",NA,"SCI","Save the Children International",NA,"2021-01-31","LCRP","75201687","UNICEF_ Education 2020","2020-06-24",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","chafch7kia4niak5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNOCHA",3,"Baalbek_Hermel",NA,"2020-11",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-31",NA,"LEB-19/DDA-3604/SA1/E/INGO/13129","OCHA","2019-09-01",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c1cwloukieizy392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"PRIVATE DONORS",6,"Bekaa",NA,"2020-11",NA,"WVI","World Vision International",NA,"2020-06-30",NA,"L213301","WORLDVISION - CHILDREN IN CRISIS APPROACH","2019-10-01",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cbq0loakiejccxp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-11",NA,"Al-Fayhaa","Al-Fayhaa Association",NA,"2021-02-10",NA,"LEBA/PCA2017065/PD2020755","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-15",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cf6ex2ekiejfe505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar",NA,"2020-11",NA,"Al-Fayhaa","Al-Fayhaa Association",NA,"2021-02-10",NA,"LEBA/PCA2017065/PD2020755","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-15",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cpvrz4kiejj2ik5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-11",NA,"Ana Aqra","Ana Aqra Association",NA,"2020-11-30","LCRP","LEBA/PCA2017006","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-02",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cmjiixrkiekaupd9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-11",NA,"Ana Aqra","Ana Aqra Association",NA,"2020-11-30","LCRP","LEBA/PCA2017006","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-02",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cyvp9gkiekh8hyd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-11",NA,"Ana Aqra","Ana Aqra Association",NA,"2020-11-30","LCRP","LEBA/PCA2017006","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-02",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cxm8qynkifkj3aj2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye",NA,"2020-11",NA,"Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",9
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c98tmudkifkxt063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud",NA,"2020-11",NA,"Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c3se3a6kif2tiy53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-11",NA,"WVI","World Vision International",NA,"2021-01-12",NA,"LEBA/PCA2017046/PD2020747","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ceuxhdkifwtuhg5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"2020-11",NA,"ADRA","Adventist Development and Relief Agency",NA,"2020-11-15",NA,"LEBA/PCA2020540/PD2020784","Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",8
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cdss8kfkifxqnkge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-11",NA,"ADRA","Adventist Development and Relief Agency",NA,"2020-11-15",NA,"LEBA/PCA2020540/PD2020784","Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cmsv66ykifxs4jeg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-11",NA,"ADRA","Adventist Development and Relief Agency",NA,"2020-11-15",NA,"LEBA/PCA2020540/PD2020784","Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-03-16",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ctqapzkjlfprd8x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-12",NA,"Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","c4s0bcakjmsgfbdc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-12",NA,"Al-Fayhaa","Al-Fayhaa Association",NA,"2021-02-10",NA,"LEBA/PCA2017065/PD2020755","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-15",NA,"i2123046268",NA,"1.1.3_Disability_CB-ECE_Female: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","k6at0b5t6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"AICS",5,"Mont Liban",NA,"2020-01",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-13",NA,"CS/11263/10","AICS/AMAL","2019-06-14",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","k6bzenlu3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNOCHA",3,"Baalbek_Hermel",NA,"2020-01",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-31",NA,"LEB-19/DDA-3604/SA1/E/INGO/13129","OCHA","2019-09-01",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","k7ehpsfq2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"US - BPRM",2,"Akkar",NA,"2020-02",NA,"WVI","World Vision International",NA,"2020-09-30",NA,"L211557","BPRM-A Holistic Approach to Addressing Child Labor among Syrian Refugees in Lebanon through Education and Child Protection","2019-10-01",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ck7k608215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNOCHA",3,"Baalbek_Hermel",NA,"2020-02",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-31",NA,"LEB-19/DDA-3604/SA1/E/INGO/13129","OCHA","2019-09-01",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ck7kxe1et5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNOCHA",5,"Mont Liban",NA,"2020-02",NA,"TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-31",NA,"LEB-19/DDA-3604/SA1/E/INGO/13129","OCHA","2019-09-01",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","ck8k4wg8b8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADAD BTTF2 South","Yes",NA,"EUROPEAN UNION",8,"Sud",NA,"2020-03",NA,"AVSI","Association of Volunteers in International Service","MADAD BTTF2 Project","2021-06-23",NA,"TF-MADAD/2019/T04.198","MADAD Back To The Future 2","2019-06-23",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cju1zz7kc33zudn3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"US - BPRM",6,"Bekaa",NA,"2020-06",NA,"WVI","World Vision International",NA,"2020-09-30",NA,"L211557","BPRM-A Holistic Approach to Addressing Child Labor among Syrian Refugees in Lebanon through Education and Child Protection","2019-10-01",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cc6hbjwkg81u6j86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phase 2 (and phase one was added following to unicef requirement in November)","Yes",NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-09",NA,"SCI","Save the Children International",NA,"2021-01-31","LCRP","75201687","UNICEF_ Education 2020","2020-06-24",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","crcyucakg88wrna8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phase 2 (and phase one was added following to unicef requirement in November)","Yes",NA,"UNICEF",6,"Bekaa",NA,"2020-09",NA,"SCI","Save the Children International",NA,"2021-01-31","LCRP","75201687","UNICEF_ Education 2020","2020-06-24",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","Non-Formal Education","Monthly Reporting","ck4e1g6gz5w","Non-Formal Education Enrollment","ck45y4tp0w","cmhkca6kg932foq3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"UNICEF",4,"Nord",NA,"2020-09",NA,"WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i1185235291",NA,"1.1.3_Disability_CB-ECE_Motor/Mobility: # of children and youth with a disability whose registration fees for regulated NFE programs are partially or fully subsidized",19
