"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i0585188432",NA,"5.4.1.a_SYR_Female: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disa","Individuals","20","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m1763512349","s0383993374","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1121488931",NA,"5.4.1.a_LEB_Female: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disa","Individuals","105","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m1763512349","s0383993374","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1381721927",NA,"5.4.1.a_LEB_Male: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disabi","Individuals","56","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m1058774174","s0383993374","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i0585188432",NA,"5.4.1.a_SYR_Female: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disa","Individuals","36","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m0799862306","s0383993374","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1961820280",NA,"5.4.1.a_SYR_Male: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disabi","Individuals","5","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m1763512349","s0383993374","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-11-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1961820280",NA,"5.4.1.a_SYR_Male: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disabi","Individuals","6","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m0153013690","s0383993374","2019-11-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1961820280",NA,"5.4.1.a_SYR_Male: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disabi","Individuals","10","Taanayel","51049","Zahleh","LBN25","Bekaa","6","51227-01-001","33.7894","35.8846","IS: Taanayel 001",NA,"p0000022319","Arcenciel",NA,NA,"m1058774174","s0383993374","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0035022903","s0420111003","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0035022903","s0420111003","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","272","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0707942368","s0420111003","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1737818355",NA,"5.4.1.c_OTH_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","9","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0035022903","s0420111003","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","102","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","7","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m2086220223","s0420111003","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","5","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1111923322","s0420111003","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1111923322","s0420111003","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1210771299",NA,"5.4.1.c_PRL_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","8","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0035022903","s0420111003","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","222","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0395501171","s0420111003","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0395501171","s0420111003","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0707942368","s0420111003","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0439411861",NA,"5.4.1.c_PRS_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","11","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1210771299",NA,"5.4.1.c_PRL_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","50","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m2086220223","s0420111003","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1424517583",NA,"5.4.1.c_PRL_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","9","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0707942368","s0420111003","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","8","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1700721113","s0420111003","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0570926343","s0420111003","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0570926343","s0420111003","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1424517583",NA,"5.4.1.c_PRL_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","4","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0035022903","s0420111003","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0115481556",NA,"5.4.1.c_PRS_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0745939006","s0420111003","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0570926343","s0420111003","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","14","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0707942368","s0420111003","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0035022903","s0420111003","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","14","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1700721113","s0420111003","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1111923322","s0420111003","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","11","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0391450366","s0420111003","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1111923322","s0420111003","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","19","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m2086220223","s0420111003","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1700721113","s0420111003","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0395501171","s0420111003","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1737818355",NA,"5.4.1.c_OTH_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0707942368","s0420111003","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","18","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0391450366","s0420111003","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1700721113","s0420111003","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","11","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0391450366","s0420111003","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","46","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111-04-001","33.8497421","35.4852601","CS: Chiyah 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0391450366","s0420111003","2019-12-01",10191,"UNICEF-2019-R-C4D"
