"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","database.id","database"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",2860,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1503596544","s0334623897","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",495169,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0739209401","s0334623897","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",496036.5,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0952788381","s0334623897","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",495169,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0779780054","s0334623897","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",2928,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1503895946","s0334623897","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",494648.5,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1932543942","s0334623897","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",2861,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1944768265","s0334623897","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",509569.5,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1106360139","s0334623897","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",2854,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0739209401","s0334623897","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",2929,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1920504852","s0334623897","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",353,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0411125013","s0343392919","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",58100,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1334707396","s0343392919","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",58275,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0288432005","s0343392919","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",352,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1235399579","s0343392919","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",61600,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1471805171","s0343392919","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",269,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0995346118","s0343392919","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",61775,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0411125013","s0343392919","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-11-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",199,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0006308455","s0343392919","2019-11-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",332,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1334707396","s0343392919","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",58275,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1011588163","s0343392919","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",340,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0046300386","s0343392919","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",333,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1011588163","s0343392919","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",58100,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m2076731539","s0343392919","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-12-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",34825,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1373195531","s0343392919","2019-12-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",49000,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0317906193","s0343392919","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",59500,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0046300386","s0343392919","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",280,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0317906193","s0343392919","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-12-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",199,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1373195531","s0343392919","2019-12-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",332,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m2076731539","s0343392919","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-11-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",34825,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0006308455","s0343392919","2019-11-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",352,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1471805171","s0343392919","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",47075,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0995346118","s0343392919","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",61600,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m1235399579","s0343392919","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",333,NA,NA,"El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"El Nabatieh","United Nations High Commisioner for Refugees","p0000000029","UNHCR",NA,NA,"UNHCR","m0288432005","s0343392919","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-11-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",108000,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m2104493883","s0343506553","2019-11-01",10145,"LCRP-2019-R Basic Assistance"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",102500,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m2094496794","s0343506553","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1077,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0803697406","s0343506553","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",107000,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0655997673","s0343506553","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1060,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0360033044","s0343506553","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1084,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m1643869157","s0343506553","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",107000,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0702771155","s0343506553","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",106000,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0360033044","s0343506553","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1077,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0532621506","s0343506553","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1070,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0702771155","s0343506553","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",107500,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m1356473683","s0343506553","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",108400,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m1643869157","s0343506553","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",107700,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0803697406","s0343506553","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",107700,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0532621506","s0343506553","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1084,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m1335824119","s0343506553","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-11-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1080,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m2104493883","s0343506553","2019-11-01",10145,"LCRP-2019-R Basic Assistance"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1025,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m2094496794","s0343506553","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1075,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m1356473683","s0343506553","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i1327861990",NA,"1.1.2.1_PRS:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",1070,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m0655997673","s0343506553","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1871664988",NA,"1.1.2.2_PRS:Total USD amount distributed","USD",108400,NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","United Nations Relief and Works Agency","p0000000979","UNRWA",NA,NA,"EU","m1335824119","s0343506553","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
