"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","Funded_by","LCRP Appeal","database.id","database"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462225552","1.1.1.2: PRS-Female # of individuals receiving ready to eat food","Unit",3,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",150,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",300,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0625716931","1.1.1.1: PRL-Female # of individuals receiving food parcels","Unit",0,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",150,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1710056950","1.1.1.1: PRL-Male # of individuals receiving food parcels","Unit",0,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2132283510","1.1.1.1: PRS-Female # of individuals receiving food parcels","Unit",3,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1448371688","1.1.1.2: PRS-Male # of individuals receiving ready to eat food","Unit",6,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Union of the Relief and Development Associations","p0000001356","URDA",NA,NA,"m0111635244","s1270681515","2018-01-01","Japan","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",1000,NA,NA,"Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Rachaiya","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0286388267","s1297410297","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",500,NA,NA,"Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Rachaiya","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0207069578","s1297410297","2018-03-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",1000,NA,NA,"Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Rachaiya","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0207069578","s1297410297","2018-03-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",1000,NA,NA,"Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Rachaiya","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0286388267","s1297410297","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",1000,NA,NA,"Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Rachaiya","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0207069578","s1297410297","2018-03-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",1000,NA,NA,"Rachaiya","LBN23","Bekaa","6",NA,NA,NA,"Rachaiya","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0286388267","s1297410297","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",230,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",1452,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1395120344","1.1.2.2: LEB # of households reached through community kitchens","Unit",41,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1425116054","1.1.2.2: DisSyr # of households reached through community kitchens","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1724718347","1.1.1.2: LEB-Male # of individuals receiving ready to eat food","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",250,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",230,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",230,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",1452,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1395120344","1.1.2.2: LEB # of households reached through community kitchens","Unit",41,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1724718347","1.1.1.2: LEB-Male # of individuals receiving ready to eat food","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1724718347","1.1.1.2: LEB-Male # of individuals receiving ready to eat food","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",250,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",230,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",250,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1400486193","1.1.2.1: # of community kitchens created/supported","Unit",1,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0969148178","1.1.1.2: DisSyr-Male # of individuals receiving ready to eat food","Unit",230,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",250,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1400486193","1.1.2.1: # of community kitchens created/supported","Unit",1,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1795962411","1.1.1.2: DisSyr-Female # of individuals receiving ready to eat food","Unit",250,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",1452,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2086273555","1.1.1.2: LEB-Female # of individuals receiving ready to eat food","Unit",120,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1395120344","1.1.2.2: LEB # of households reached through community kitchens","Unit",41,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1395120344","1.1.2.2: LEB # of households reached through community kitchens","Unit",41,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1425116054","1.1.2.2: DisSyr # of households reached through community kitchens","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1724718347","1.1.1.2: LEB-Male # of individuals receiving ready to eat food","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2086273555","1.1.1.2: LEB-Female # of individuals receiving ready to eat food","Unit",120,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1400486193","1.1.2.1: # of community kitchens created/supported","Unit",1,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1400486193","1.1.2.1: # of community kitchens created/supported","Unit",1,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2086273555","1.1.1.2: LEB-Female # of individuals receiving ready to eat food","Unit",120,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2012186935","s1328411981","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1724718347","1.1.1.2: LEB-Male # of individuals receiving ready to eat food","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1425116054","1.1.2.2: DisSyr # of households reached through community kitchens","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",1452,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2086273555","1.1.1.2: LEB-Female # of individuals receiving ready to eat food","Unit",120,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1400486193","1.1.2.1: # of community kitchens created/supported","Unit",1,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1395120344","1.1.2.2: LEB # of households reached through community kitchens","Unit",41,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1425116054","1.1.2.2: DisSyr # of households reached through community kitchens","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0064783738","s1328411981","2018-03-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2086273555","1.1.1.2: LEB-Female # of individuals receiving ready to eat food","Unit",120,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1587628359","s1328411981","2018-04-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",1452,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0649011831","s1328411981","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.2","i1425116054","1.1.2.2: DisSyr # of households reached through community kitchens","Unit",80,NA,NA,"Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m2143250670","s1328411981","2018-05-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",1463,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1155739708","s1361857547","2018-05-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",1750,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1616027929","s1361857547","2018-02-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",1750,NA,NA,"Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Zahleh","Lebanese Society for Educational and Social Development","p0000014492","LSESD",NA,NA,"m1720926296","s1361857547","2018-01-01","Canada","Yes",8444,"LCRP-2018-R Food Security"
