"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","LCRP Appeal","Funded_by","report.id","site.id","start_date","Outreach platform","database.id","database"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",14,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m0567907370","s0835155806","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-03-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0410136220","---------- Youth BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m0972922127","s0835155806","2018-03-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1090003756","---------- CB-ECE ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m0567907370","s0835155806","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-02-28","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1468584960","s0835155806","2018-02-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1639218857","1.1.3: Enrollment - DisSyr - # of males (15-20 y) whose registration fees to regulated BLN (youth) programs are partially or fully subsidized","Male",30,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1300793525","s0835155806","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-03-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0796056975","1.1.3: Completion - LEB - # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female",36,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m0972922127","s0835155806","2018-03-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0094959527","---------- Basic BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1390249903","s0835155806","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-02-28","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1678827047","1.1.3: Enrollment - DisSyr - # of females (15-20 y) whose registration fees to regulated BLN (youth) programs are partially or fully subsidized","Female",78,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1468584960","s0835155806","2018-02-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1678827047","1.1.3: Enrollment - DisSyr - # of females (15-20 y) whose registration fees to regulated BLN (youth) programs are partially or fully subsidized","Female",30,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1300793525","s0835155806","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",94,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1300793525","s0835155806","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",57,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1300793525","s0835155806","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",105,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1390249903","s0835155806","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",128,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1390249903","s0835155806","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-02-28","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0410136220","---------- Youth BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1468584960","s0835155806","2018-02-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",38,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1390249903","s0835155806","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0094959527","---------- Basic BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m2122119729","s0835155806","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0410136220","---------- Youth BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1300793525","s0835155806","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0094959527","---------- Basic BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1300793525","s0835155806","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",6,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m0567907370","s0835155806","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-02-28","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0094959527","---------- Basic BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1468584960","s0835155806","2018-02-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1090003756","---------- CB-ECE ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m2122119729","s0835155806","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m2122119729","s0835155806","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0094959527","---------- Basic BLN ----------","Unit",1,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m0567907370","s0835155806","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",40,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Yes","Other","m1390249903","s0835155806","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0833072148","1.1.3: UNICEF Disability - # of children and youth with intellectual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",15,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Yes","Italy","m2002010758","s0861306166","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0657443366","1.1.3: UNICEF Disability - # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",7,NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Gruppo di Volontariato Civile","p0000000905","GVC",NA,NA,"Yes","Italy","m2002010758","s0861306166","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0375206531","1.1.3: Completion - DisSyr - # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls",57,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m2144731441","s0868189371","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",28,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",44,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1750182181","1.1.3: UNICEF Disability - # of children and youth with disabilities whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",2,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0328645839","1.1.3: UNICEF Disability - # of children and youth with seeing and hearing impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1131250912","1.1.3: Completion - DisSyr - # of girls (10-14 y) registered into regulated BLN (basic) programs who have completed the cycle","Girls",29,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m2144731441","s0868189371","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0833072148","1.1.3: UNICEF Disability - # of children and youth with intellectual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",2,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",50,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",8,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",2,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",10,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1500817434","1.1.3: Completion - DisSyr - # of boys (10-14 y) registered into regulated BLN (basic) programs who have completed the cycle","Boys",28,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m2144731441","s0868189371","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1750182181","1.1.3: UNICEF Disability - # of children and youth with disabilities whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",3,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0402078068","1.1.3: Completion - DisSyr - # of boys (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Boys",48,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m2144731441","s0868189371","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0833072148","1.1.3: UNICEF Disability - # of children and youth with intellectual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1401764477","s0868189371","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",28,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0657443366","1.1.3: UNICEF Disability - # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"Yes","UNICEF","m1795918358","s0868189371","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-03-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1733415410","1.1.3: Enrollment - LEB - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",1,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1748904048","s0883639582","2018-03-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0375206531","1.1.3: Completion - DisSyr - # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls",20,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1317496117","s0883639582","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-03-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0113492173","1.1.3: Enrollment - LEB - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",1,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1748904048","s0883639582","2018-03-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0757251764","1.1.3: Completion - LEB - # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls",1,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1317496117","s0883639582","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-03-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",19,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1748904048","s0883639582","2018-03-01",NA,8072,"LCRP-2018-R Education"
"2018-03-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",26,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1748904048","s0883639582","2018-03-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1817758612","1.1.3: Completion - LEB - # of boys (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Boys",1,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1317496117","s0883639582","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-06-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0402078068","1.1.3: Completion - DisSyr - # of boys (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Boys",13,NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Concern Worldwide","p0000016728","CWW",NA,NA,"Yes","Other","m1317496117","s0883639582","2018-06-01",NA,8072,"LCRP-2018-R Education"
"2018-02-28","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",60,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0620892876","s0911722137","2018-02-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",61,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m1948123102","s0911722137","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",17,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0765182921","s0911722137","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",51,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m1948123102","s0911722137","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-02-28","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",60,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0620892876","s0911722137","2018-02-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",18,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0765182921","s0911722137","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",5,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m1294937624","s0921680519","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0261454709","1.1.3: Enrollment - DisSyr - # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys",197,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0254243508","s0921680519","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-01-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",190,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0254243508","s0921680519","2018-01-01",NA,8072,"LCRP-2018-R Education"
"2018-05-31","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0073093277","1.1.3: Enrollment - DisSyr - # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls",9,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m1294937624","s0921680519","2018-05-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i1915739262","1.1.3: Enrollment - DisSyr - # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls",4,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0188374666","s0931235022","2018-04-01",NA,8072,"LCRP-2018-R Education"
"2018-04-30","NFE Enrollment","Non-Formal Education","OUTPUT 1.1","i0172017024","1.1.3: Enrollment - DisSyr - # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys",7,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","Save the Children International","p0000000574","SCI",NA,NA,"Yes","Other","m0188374666","s0931235022","2018-04-01",NA,8072,"LCRP-2018-R Education"
