"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","caza.code","caza.name","comment","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cvjefkckh4mu8j15","LBN21","Baalbek","ECHO/SAID Mobile",NA,"ECHO",3,"Baalbek_Hermel","2020-10","IRC","International Rescue Committee",NA,"2020-03-31",NA,"EC457","ECHO-Integrated Protection and Education Response to Syrian Refugees in Lebanon","2019-03-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",70
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cs4lc13kh4uaswn4","LBN43","Marjaayoun",NA,NA,"UNICEF",9,"Nabatiye","2020-10","YNCA","YOUTH NETWORK FOR CIVIC ACTIVISM",NA,"2020-12-31",NA,"LEBA/PCA2017053/PD2020725","Enhancing a preventive environment for children and women in the districts of Nabatieh and Marjeaoun.","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",11
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","ce4i3k8kh660cmrl","LBN21","Baalbek",NA,NA,"ECHO",3,"Baalbek_Hermel","2020-10","DRC","Danish Refugee Council",NA,"2021-03-31",NA,"ECHO/SYR/BUD/2020/91000","Upholding protection space for vulnerable displacement-affected individuals facing immediate protection concerns, while reinfor...","2020-04-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",17
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cfclx3ekh6656fxm","LBN25","Zahleh",NA,NA,"ECHO",6,"Bekaa","2020-10","DRC","Danish Refugee Council",NA,"2021-03-31",NA,"ECHO/SYR/BUD/2020/91000","Upholding protection space for vulnerable displacement-affected individuals facing immediate protection concerns, while reinfor...","2020-04-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",16
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","ces3yz2kh696krh4","LBN25","Zahleh",NA,NA,"UNICEF",6,"Bekaa","2020-10","KAFA","KAFA",NA,"2021-02-27",NA,"LEBA/PCA2017063/PD2020766","UNICEF - Protecting children, adolescents and women from Gender Based Violence (phase VIII)","2020-02-27","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",101
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c5azj44kh69k5mp6","LBN11","Beirut",NA,NA,"UNICEF",7,"Beyrouth","2020-10","KAFA","KAFA",NA,"2021-02-27",NA,"LEBA/PCA2017063/PD2020766","UNICEF - Protecting children, adolescents and women from Gender Based Violence (phase VIII)","2020-02-27","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",13
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","ckqsjtvkh820ln22","LBN51","Aakar",NA,NA,"UNICEF",2,"Akkar","2020-10","AND","AND",NA,"2020-12-31",NA,"LEBA/PCA2017062/PD2019739","Safer Communities for Women and Adolescent Girls V","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",172
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cfe4inwkh8cvkw55","LBN11","Beirut",NA,NA,"UNFPA",7,"Beyrouth","2020-09","Intersos","Intersos","Services are ensured by INTERSOS and Al Makased PHC, in the primary health care center (PHCC) in Al Bashoura area, Beirut","2020-08-04",NA,"UNFPA 2020 project GPS ID: 153157","Promote GEEW & prevent / respond 2 GBV including humanitarian","2020-05-04","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",13
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","coahh2xkhadx2uh4","LBN21","Baalbek",NA,NA,"Slovak Republic",3,"Baalbek_Hermel","2020-10","Magna Lebanon","Magna Lebanon",NA,"2020-12-31",NA,"SAMRS/2019/HUM/1/9","SLOVAKAID-Health aid for SGBV survivors in Baalbeck-Hermel","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cjcr08xkhaj6ue52","LBN11","Beirut",NA,NA,"UNFPA",7,"Beyrouth","2020-10","Intersos","Intersos","Services are ensured by INTERSOS and Al Makased PHC, in the primary health care center (PHCC) in Al Bashoura area, Beirut","2020-08-04",NA,"UNFPA 2020 project GPS ID: 153157","Promote GEEW & prevent / respond 2 GBV including humanitarian","2020-05-04","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",55
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cy3x46fkhal9un14","LBN61","Saida",NA,NA,"DANIDA",8,"Sud","2020-10","DRC","Danish Refugee Council","Implemented by Al-Moasat","2020-12-31",NA,"LBN-000042","BUK - Supporting a positive future for Syrian children","2019-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",12
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cyelkozkhbwmvbb5","LBN51","Aakar",NA,NA,"ECHO",2,"Akkar","2020-10","DRC","Danish Refugee Council",NA,"2021-03-31",NA,"ECHO/SYR/BUD/2020/91000","Upholding protection space for vulnerable displacement-affected individuals facing immediate protection concerns, while reinfor...","2020-04-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",46
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cgyxhkgkhbwopyw6","LBN55","Miniyeh-Danniyeh",NA,NA,"ECHO",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2021-03-31",NA,"ECHO/SYR/BUD/2020/91000","Upholding protection space for vulnerable displacement-affected individuals facing immediate protection concerns, while reinfor...","2020-04-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",33
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cgmca0vkhbws83n7","LBN51","Aakar",NA,NA,"UNHCR",2,"Akkar","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"1060001","Protection and Community Engagement Support to Syrian Refugees in North Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",28
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","chuy06dkhbwyb219","LBN55","Miniyeh-Danniyeh",NA,NA,"UNHCR",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"1060001","Protection and Community Engagement Support to Syrian Refugees in North Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",36
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","ckipky2khbx7b61a","LBN55","Miniyeh-Danniyeh",NA,NA,"DANIDA",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"LBN-000199","DANIDA Flex - Responding to increased GBV and CP needs due to COVID-19 in Lebanon","2020-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cr0tu2xkhc7iqzu2","LBN11","Beirut",NA,NA,"UNHCR",7,"Beyrouth","2020-10","Makhzoumi","Makhzoumi Foundation","...","2020-12-31",NA,"1155014-Makhzoumi Foundation","Makhzoumi Foundation","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",36
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cu4memfkhd1q7yu3","LBN62","Jezzine","Jezzine Safe Space",NA,"Australia",8,"Sud","2020-10","IMC","International Medical Corps",NA,"2020-05-31",NA,"3448 DFAT-PIA","DFAT- Syria Response – Protection activities in Lebanon","2017-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",14
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c9ex42skhd2e4584","LBN61","Saida","Mowasat & Old Saida City",NA,"Australia",8,"Sud","2020-10","IMC","International Medical Corps",NA,"2020-05-31",NA,"3448 DFAT-PIA","DFAT- Syria Response – Protection activities in Lebanon","2017-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",12
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cla6mlykhd3ddlo6","LBN63","Sour",NA,NA,"GAC",8,"Sud","2020-10","IMC","International Medical Corps",NA,"2021-12-31",NA,"GACXXX/3871 IWO","GAC - Providing essential health, mental health, and protection assistance to Syrian refugees and other vulnerable populations...","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cn3k015khd3ir457","LBN51","Aakar","Talmayaan",NA,"GAC",2,"Akkar","2020-10","IMC","International Medical Corps",NA,"2021-12-31",NA,"GACXXX/3871 IWO","GAC - Providing essential health, mental health, and protection assistance to Syrian refugees and other vulnerable populations...","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","ccxhs0qkhd3qzgt8","LBN55","Miniyeh-Danniyeh","CBR and outreach",NA,"GAC",4,"Nord","2020-10","IMC","International Medical Corps",NA,"2021-12-31",NA,"GACXXX/3871 IWO","GAC - Providing essential health, mental health, and protection assistance to Syrian refugees and other vulnerable populations...","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",9
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cv0pfjnkhd46fd49","LBN35","Kesrouane","Jounieh Safe Space",NA,"GAC",5,"Mont Liban","2020-10","IMC","International Medical Corps",NA,"2021-12-31",NA,"GACXXX/3871 IWO","GAC - Providing essential health, mental health, and protection assistance to Syrian refugees and other vulnerable populations...","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",9
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","crsntc6khd4nlp3a","LBN25","Zahleh","Taalabaya and Nabad",NA,"GAC",6,"Bekaa","2020-10","IMC","International Medical Corps",NA,"2021-12-31",NA,"GACXXX/3871 IWO","GAC - Providing essential health, mental health, and protection assistance to Syrian refugees and other vulnerable populations...","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",11
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c1h73apkhdkl0co3","LBN52","Batroun",NA,NA,"UNHCR",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"1060001","Protection and Community Engagement Support to Syrian Refugees in North Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c81vyizkhdkzbar4","LBN56","Trablous",NA,NA,"UNHCR",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"1060001","Protection and Community Engagement Support to Syrian Refugees in North Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",41
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","clpfwd3khdlnfto6","LBN54","Koura",NA,NA,"UNHCR",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"1060001","Protection and Community Engagement Support to Syrian Refugees in North Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c9waojikhdndk7wb","LBN52","Batroun",NA,NA,"ECHO",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2021-03-31",NA,"ECHO/SYR/BUD/2020/91000","Upholding protection space for vulnerable displacement-affected individuals facing immediate protection concerns, while reinfor...","2020-04-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cbceilwkhdnqdluc","LBN56","Trablous",NA,NA,"DANIDA",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"LBN-000199","DANIDA Flex - Responding to increased GBV and CP needs due to COVID-19 in Lebanon","2020-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cgwjrgskhdnu1gce","LBN57","Zgharta",NA,NA,"DANIDA",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"LBN-000199","DANIDA Flex - Responding to increased GBV and CP needs due to COVID-19 in Lebanon","2020-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c1zcbkvkhdnvezzf","LBN54","Koura",NA,NA,"DANIDA",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"LBN-000199","DANIDA Flex - Responding to increased GBV and CP needs due to COVID-19 in Lebanon","2020-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c5hl0nbkhdnwz3sg","LBN53","Bcharreh",NA,NA,"DANIDA",4,"Nord","2020-10","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"LBN-000199","DANIDA Flex - Responding to increased GBV and CP needs due to COVID-19 in Lebanon","2020-06-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c1bhsdakhkif3la2","LBN11","Beirut",NA,NA,"UNHCR",7,"Beyrouth","2020-09","Makhzoumi","Makhzoumi Foundation","...","2020-12-31",NA,"1155014-Makhzoumi Foundation","Makhzoumi Foundation","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",40
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cl79edyki762mel3","LBN55","Miniyeh-Danniyeh",NA,NA,"UNFPA",4,"Nord","2020-11","CONCERN","CONCERN WORLDWIDE",NA,"2020-12-31",NA,"LBN04CON","Promote GEEW & prevent / respond 2 GBV incldg humanitarian","2020-05-04","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c9zcqpfki76b6tw4","LBN51","Aakar",NA,NA,"IRELAND",2,"Akkar","2020-11","CONCERN","CONCERN WORLDWIDE",NA,"2020-12-31",NA,"IG690/9511/00/0000","Irish Aid-  ""Prevent Sexual Gender Based Violence against Syrian refugee and vulnerable Lebanese women, girls and boys and buil...","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","crduu1aki78xgix2","LBN11","Beirut",NA,NA,"UNHCR",7,"Beyrouth","2020-11","Makhzoumi","Makhzoumi Foundation","...","2020-12-31",NA,"1155014-Makhzoumi Foundation","Makhzoumi Foundation","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",29
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","crl1i0wki7firzud","LBN43","Marjaayoun",NA,NA,"UNHCR",9,"Nabatiye","2020-11","Intersos","Intersos",NA,"2020-12-31",NA,"LBN/2020/0000000508/000","UNHCR- Reinforcing protection and empowering refugees and vulnerable communities in South Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",6
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cezaw4iki7du6t97","LBN11","Beirut",NA,NA,"UNICEF",7,"Beyrouth","2020-11","KAFA","KAFA",NA,"2021-02-27",NA,"LEBA/PCA2017063/PD2020766","UNICEF - Protecting children, adolescents and women from Gender Based Violence (phase VIII)","2020-02-27","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",52
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cz3eqbyki7fpce7e","LBN41","Bent Jbayl",NA,NA,"UNHCR",9,"Nabatiye","2020-11","Intersos","Intersos",NA,"2020-12-31",NA,"LBN/2020/0000000508/000","UNHCR- Reinforcing protection and empowering refugees and vulnerable communities in South Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cd07mf8ki7git7lf","LBN44","El Nabatieh",NA,NA,"UNHCR",9,"Nabatiye","2020-11","Intersos","Intersos",NA,"2020-12-31",NA,"LBN/2020/0000000508/000","UNHCR- Reinforcing protection and empowering refugees and vulnerable communities in South Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cszkdqjki7jzb6pa","LBN25","Zahleh",NA,NA,"UNICEF",6,"Bekaa","2020-11","KAFA","KAFA",NA,"2021-02-27",NA,"LEBA/PCA2017063/PD2020766","UNICEF - Protecting children, adolescents and women from Gender Based Violence (phase VIII)","2020-02-27","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",68
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cs31lucki8jrxvc6","LBN61","Saida",NA,NA,"UNICEF",8,"Sud","2020-11","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31",NA,"UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",8
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c239kvrki8knn8w2","LBN51","Aakar",NA,NA,"ECHO",2,"Akkar","2020-11","DRC","Danish Refugee Council",NA,"2021-03-31",NA,"ECHO/SYR/BUD/2020/91000","Upholding protection space for vulnerable displacement-affected individuals facing immediate protection concerns, while reinfor...","2020-04-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",8
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c1ppm8jki8kpnao3","LBN51","Aakar",NA,NA,"UNHCR",2,"Akkar","2020-11","DRC","Danish Refugee Council",NA,"2020-12-31",NA,"1060001","Protection and Community Engagement Support to Syrian Refugees in North Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",39
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cnuz7adki8sdkvz5","LBN43","Marjaayoun",NA,NA,"UNICEF",9,"Nabatiye","2020-11","YNCA","YOUTH NETWORK FOR CIVIC ACTIVISM",NA,"2020-12-31",NA,"LEBA/PCA2017053/PD2020725","Enhancing a preventive environment for children and women in the districts of Nabatieh and Marjeaoun.","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",19
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cox9hiyki8vgb1p2","LBN56","Trablous",NA,NA,"UNICEF",4,"Nord","2020-11","LECORVAW","LECORVAW",NA,"2020-12-31",NA,"LEBA/PCA2017028- PD Ref. No.: PD2020729.","Empower and secure vulnerable women and girls Phase 4.","2019-12-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",188
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","cffdeqjki9vuktm2","LBN21","Baalbek","Baalbek Arsal Labwe",NA,"UNHCR",3,"Baalbek_Hermel","2020-11","ABAAD","ABAAD-Resource Center for Gender Equality",NA,"2020-12-31",NA,"LBN01/2020/MY/0000000538/000","UNHCR Bekaa-GBV Prevention and Response in Bekaa","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",37
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","csfze3wki9w6u8u3","LBN25","Zahleh","Ghazze/Majdel-Anjar/Qab elias and MWHs Zahle-(for April 2020 database , We include the numbers of MWHs march 2020 also)",NA,"UNHCR",6,"Bekaa","2020-11","ABAAD","ABAAD-Resource Center for Gender Equality",NA,"2020-12-31",NA,"LBN01/2020/MY/0000000538/000","UNHCR Bekaa-GBV Prevention and Response in Bekaa","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",28
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","c5dfr2gki9xtht94","LBN36","Metn","BH, Sed Bauchrieh, Ain el remeneh, Sin el fil, Mrayje",NA,"UNHCR",5,"Mont Liban","2020-11","ABAAD","ABAAD-Resource Center for Gender Equality",NA,"2020-12-31",NA,"LBN01/2020/0000000519/000","GBV Prevention and Response in Mount Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",251
"0. 2020 Sectors Reporting ","ck2yrizmo2","09- SGBV","Monthly Reporting","ck485zxlf5l","District Level Reporting","ck485zgsf5d","ckyywunki9y17v16","LBN34","Jbayl","Nahr Ibrahim",NA,"UNHCR",5,"Mont Liban","2020-11","ABAAD","ABAAD-Resource Center for Gender Equality",NA,"2020-12-31",NA,"LBN01/2020/0000000519/000","GBV Prevention and Response in Mount Lebanon","2020-01-01","ck4861adh5x",NA,"3.2.C_SYR_Female_>=18: # of women at risk and survivors accessing SGBV prevention and response services in safe spaces",121
