"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","ai_allsites.alternate_name","ai_allsites.geographic_location.latitude","ai_allsites.geographic_location.longitude","ai_allsites.name","cadastral_area.code","cadastral_area.name","caza.code","caza.name","children_with_disability","comment","covid_adaptation","covid_adapted_sensitization","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.project_code","projects.project_name","projects.start_date","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9whswdr6",NA,NA,NA,NA,"10999","Beirut Central District","LBN11","Beirut",NA,"Child Protection",NA,"Yes",NA,"UNHCR",7,"Beyrouth","2020-04","Makhzoumi","Makhzoumi Foundation",NA,"2020-12-31","LBN01/2020/0000000510/000","Strengthening the protection environment for refugees in Beirut","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",5
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wkpyan4",NA,NA,NA,NA,"51057","Barr Elias","LBN25","Zahleh",NA,NA,NA,"Yes","Ummah Charity -France","Ummah Charity -France",6,"Bekaa","2020-04","URDA","Union of the Relief and Development Associations",NA,"2020-05-31","URDA/2020/0010","COVID-19 Prevention","2020-05-05","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wlg08ka",NA,NA,NA,NA,"51057","Barr Elias","LBN25","Zahleh",NA,NA,NA,"Yes","Ummah Charity -France","Ummah Charity -France",6,"Bekaa","2020-04","URDA","Union of the Relief and Development Associations",NA,"2020-05-31","URDA/2020/0010","COVID-19 Prevention","2020-05-05","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",11
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wsniyl7",NA,NA,NA,NA,"53027","Iaat","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","SAWA Group","SAWA Group",NA,"2020-12-31","LEBA/PCA2017039/PD2020781","Providing girls, boys and women with access to improved and equitable prevention and response services in North and Central Bek...","2020-01-16","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",17
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wsp8dy9",NA,NA,NA,NA,"53037","Maqne","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","SAWA Group","SAWA Group",NA,"2020-12-31","LEBA/PCA2017039/PD2020781","Providing girls, boys and women with access to improved and equitable prevention and response services in North and Central Bek...","2020-01-16","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",10
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wsqee7b",NA,NA,NA,NA,"53032","Douris","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","SAWA Group","SAWA Group",NA,"2020-12-31","LEBA/PCA2017039/PD2020781","Providing girls, boys and women with access to improved and equitable prevention and response services in North and Central Bek...","2020-01-16","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",18
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wsrluud",NA,NA,NA,NA,"53035","Youmine","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","SAWA Group","SAWA Group",NA,"2020-12-31","LEBA/PCA2017039/PD2020781","Providing girls, boys and women with access to improved and equitable prevention and response services in North and Central Bek...","2020-01-16","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",12
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wsyfabf",NA,NA,NA,NA,"53007","Haouch Er-Rafqa","LBN21","Baalbek",NA,NA,NA,NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-04","SAWA Group","SAWA Group",NA,"2020-12-31","LEBA/PCA2017039/PD2020781","Providing girls, boys and women with access to improved and equitable prevention and response services in North and Central Bek...","2020-01-16","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",16
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wtfcr56",NA,NA,NA,NA,"21004","Bourj El-Brajneh","LBN32","Baabda",NA,"Through Mreijeh, INTERSOS is reaching Aley district.",NA,"No",NA,"UNHCR",5,"Mont Liban","2020-04","Intersos","Intersos",NA,"2020-12-31","UNHCR/LBN01 / 2020 / 0000000511 / 000","Ensuring the basic and fundamental rights of Syrian refugees, in Mount Lebanon, Iraqi and other Nationalities in Lebanon","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",4
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wug1mp8",NA,NA,NA,NA,"21007","Chiyah","LBN32","Baabda",NA,NA,NA,"No",NA,"UNHCR",5,"Mont Liban","2020-04","Intersos","Intersos",NA,"2020-12-31","UNHCR/LBN01 / 2020 / 0000000511 / 000","Ensuring the basic and fundamental rights of Syrian refugees, in Mount Lebanon, Iraqi and other Nationalities in Lebanon","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wun4jla",NA,NA,NA,NA,"23003","Rmeilet Ech-Chouf","LBN33","Chouf",NA,NA,NA,"No",NA,"UNHCR",5,"Mont Liban","2020-04","Intersos","Intersos",NA,"2020-12-31","UNHCR/LBN01 / 2020 / 0000000511 / 000","Ensuring the basic and fundamental rights of Syrian refugees, in Mount Lebanon, Iraqi and other Nationalities in Lebanon","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wuqirlc",NA,NA,NA,NA,"22002","Baouchriye","LBN36","Metn",NA,NA,NA,"No",NA,"UNHCR",5,"Mont Liban","2020-04","Intersos","Intersos",NA,"2020-12-31","UNHCR/LBN01 / 2020 / 0000000511 / 000","Ensuring the basic and fundamental rights of Syrian refugees, in Mount Lebanon, Iraqi and other Nationalities in Lebanon","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wvavyrb",NA,NA,NA,NA,"62006","Sour","LBN63","Sour",NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",18
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wxsmck3",NA,NA,NA,NA,"62011","Henniye","LBN63","Sour",NA,NA,NA,NA,NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9x0d7oe3",NA,NA,NA,NA,"35037","Saadine","LBN51","Aakar",NA,"In partnership with Leb Relief",NA,"Yes",NA,"UNICEF",2,"Akkar","2020-04","DRC","Danish Refugee Council","This project is implemented with different partners in Tripoli and Akkar and direct implementation in the North and Bekaa","2020-12-31","LEBA/PCA2017014/PD2020732","Empowering civil society actors to strengthen the protective environment for girls and boys through sustainable and integrated...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",15
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9x0z0guf",NA,NA,NA,NA,"35108","Tleil","LBN51","Aakar",NA,"In partnership with Leb Relief",NA,"Yes",NA,"UNICEF",2,"Akkar","2020-04","DRC","Danish Refugee Council","This project is implemented with different partners in Tripoli and Akkar and direct implementation in the North and Bekaa","2020-12-31","LEBA/PCA2017014/PD2020732","Empowering civil society actors to strengthen the protective environment for girls and boys through sustainable and integrated...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9x11xyuh",NA,NA,NA,NA,"35034","Tall Aabbas El-Gharbi","LBN51","Aakar",NA,"In partnership with Leb Relief",NA,"Yes",NA,"UNICEF",2,"Akkar","2020-04","DRC","Danish Refugee Council","This project is implemented with different partners in Tripoli and Akkar and direct implementation in the North and Bekaa","2020-12-31","LEBA/PCA2017014/PD2020732","Empowering civil society actors to strengthen the protective environment for girls and boys through sustainable and integrated...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",2
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xasj0114",NA,NA,NA,NA,"35030","Halba","LBN51","Aakar",NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar","2020-04","Mouvement Social","Mouvement Social",NA,"2020-12-30","LEBA/PCA2017033/PD201701","Protection of adolescents at risk","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",4
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xbbysx19",NA,NA,NA,NA,"35018","Hayssa","LBN51","Aakar",NA,NA,NA,"Yes",NA,"UNICEF",2,"Akkar","2020-04","Mouvement Social","Mouvement Social",NA,"2020-12-30","LEBA/PCA2017033/PD201701","Protection of adolescents at risk","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",7
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xck92q10",NA,NA,NA,NA,"72036","Bent Jbayl","LBN41","Bent Jbayl",NA,NA,NA,"Yes",NA,"UNHCR",9,"Nabatiye","2020-04","Intersos","Intersos",NA,"2020-12-31","LBN/2020/0000000508/000","UNHCR- Reinforcing protection and empowering refugees and vulnerable communities in South Lebanon","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xcocpu12",NA,NA,NA,NA,"71104","Nabatieh Et-Tahta","LBN44","El Nabatieh",NA,NA,NA,"No",NA,"UNHCR",9,"Nabatiye","2020-04","Intersos","Intersos",NA,"2020-12-31","LBN/2020/0000000508/000","UNHCR- Reinforcing protection and empowering refugees and vulnerable communities in South Lebanon","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xcqyms1b",NA,NA,NA,NA,"22001","Bourj Hammoud","LBN36","Metn",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","Mouvement Social","Mouvement Social",NA,"2020-12-30","LEBA/PCA2017033/PD201701","Protection of adolescents at risk","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xd8bcg4",NA,NA,NA,NA,"53014bis","Fekehe","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","Mouvement Social","Mouvement Social",NA,"2020-12-30","LEBA/PCA2017033/PD201701","Protection of adolescents at risk","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",15
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9xr90gtk",NA,NA,NA,NA,"61001","Saida El-Oustani","LBN61","Saida",NA,NA,NA,NA,NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",14
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5ceex3",NA,NA,NA,NA,"52095","Machghara","LBN24","West Bekaa",NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa","2020-04","AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",18
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5ek0c5",NA,NA,NA,NA,"21004","Bourj El-Brajneh","LBN32","Baabda",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",62
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5hsk17",NA,NA,NA,NA,"21008","Tahouitat El Ghadir","LBN32","Baabda",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban",NA,"AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",36
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5ja3j9",NA,NA,NA,NA,"53048","Aain Baalbek","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",39
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5pz1ld",NA,NA,NA,NA,"52029","Kamed El-Laouz","LBN24","West Bekaa",NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa","2020-04","AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",15
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y83no83",NA,NA,NA,NA,"53076","Aarsal","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",145
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y8khy84",NA,NA,NA,NA,"53014bis","Fekehe","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",136
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y8rn385",NA,NA,NA,NA,"54006bis","Qaa Baalbek","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",111
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y8xbqv6",NA,NA,NA,NA,"54001","Hermel","LBN22","Hermel",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",35
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y956ph7",NA,NA,NA,NA,"53027","Iaat","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",13
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ckac1zfzx3",NA,NA,NA,NA,"74015ND","Chebaa","LBN42","Hasbaiya",NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ckac225d85",NA,NA,NA,NA,"73022ND","Aain Aarab Marjaayoun","LBN43","Marjaayoun",NA,NA,NA,"Yes",NA,"UNICEF",9,"Nabatiye","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",7
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","c8apl1qkae7c8am7",NA,NA,NA,NA,"22001","Bourj Hammoud","LBN36","Metn",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",13
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","c7xbkfxkae7kzjp9",NA,NA,NA,NA,"21007","Chiyah","LBN32","Baabda",NA,"Sabra",NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",20
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","cl65fr0kb27ujxi3",NA,NA,NA,NA,"36052","Bcharre","LBN53","Bcharreh",NA,"In partnership with Al Midan",NA,"Yes",NA,"UNICEF",4,"Nord","2020-05","DRC","Danish Refugee Council","This project is implemented with different partners in Tripoli and Akkar and direct implementation in the North and Bekaa","2020-12-31","LEBA/PCA2017014/PD2020732","Empowering civil society actors to strengthen the protective environment for girls and boys through sustainable and integrated...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","caka3xykb27xnh45",NA,NA,NA,NA,"34001","Chikka","LBN52","Batroun",NA,"In partnership with Al Midan",NA,"Yes",NA,"UNICEF",4,"Nord","2020-05","DRC","Danish Refugee Council","This project is implemented with different partners in Tripoli and Akkar and direct implementation in the North and Bekaa","2020-12-31","LEBA/PCA2017014/PD2020732","Empowering civil society actors to strengthen the protective environment for girls and boys through sustainable and integrated...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","c66mz7skb27zvtv7",NA,NA,NA,NA,"32015","Aafsdiq","LBN54","Koura",NA,"In partnership with Al Midan",NA,"Yes",NA,"UNICEF",4,"Nord","2020-05","DRC","Danish Refugee Council","This project is implemented with different partners in Tripoli and Akkar and direct implementation in the North and Bekaa","2020-12-31","LEBA/PCA2017014/PD2020732","Empowering civil society actors to strengthen the protective environment for girls and boys through sustainable and integrated...","2020-01-01","ck9k8kruf8u",NA,"4.3.6_Children_SYR_Male_12-17: # of children sensitized during COVID-19 to promote their psychosocial wellbeing",2
