"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Sector of Funding","Government Strategy Supported","LCRP Appeal","Economic Sector targeted by intervention","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Governorate","For UNICEF Partners","Training certified/accredited","database.id","database"
"2019-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1924115953","s1686563541","2019-07-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1272744155","s1686563541","2019-02-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1897721658",NA,"1.1.3.1: # of nano-enterprises supported through in-kind grants","Nano-enterprise",2,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m0874882167","s1686563541","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1176915854",NA,"Put '1' for each month for which Activity-1.1.3 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m0019182636","s1686563541","2019-06-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.2: Financial Services for MSMEs",NA,"i0350363846",NA,"Put '1' for each month for which Activity-1.1.2 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1924115953","s1686563541","2019-07-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1176915854",NA,"Put '1' for each month for which Activity-1.1.3 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1797652612","s1686563541","2019-01-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.2: Financial Services for MSMEs",NA,"i0350363846",NA,"Put '1' for each month for which Activity-1.1.2 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1797652612","s1686563541","2019-01-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i2085678564",NA,"1.1.1.1_Male_15-24: # of youth entrepreneurs & employees who benefitted from business management training","Individuals",3,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1272744155","s1686563541","2019-02-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1798057250",NA,"1.1.3.2: # USD value of grant(s) disbursed to businesses","USD",1600,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m0874882167","s1686563541","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1712775115",NA,"1.1.1.1_Female_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",17,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1272744155","s1686563541","2019-02-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.2: Financial Services for MSMEs",NA,"i0350363846",NA,"Put '1' for each month for which Activity-1.1.2 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m1950441894","s1686563541","2019-04-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m0874882167","s1686563541","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1126417583",NA,"Put '1' for each month for which Activity-1.1.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Al Majmouaa","p0000019506","Al Majmouaa",NA,NA,"Others","Livelihoods","Other","Yes","Home Based and Services,Agriculture,Agro-Industry","m2044281131","s1686563541","2019-05-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1150007317",NA,"1.1.3.1: # of nano-enterprises supported through cash grants","Nano-enterprise",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1150614209","s1722624781","2019-06-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1798057250",NA,"1.1.3.2: # USD value of grant(s) disbursed to businesses","USD",24300,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0667622835","s1722624781","2019-04-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i0507228750",NA,"1.1.1.1_Female_15-24: # of youth entrepreneurs & employees who benefitted from business management training","Individuals",28,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1405894231","s1722624781","2019-03-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1150007317",NA,"1.1.3.1: # of nano-enterprises supported through cash grants","Nano-enterprise",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0667622835","s1722624781","2019-04-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1150007317",NA,"1.1.3.1: # of nano-enterprises supported through cash grants","Nano-enterprise",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0488371755","s1722624781","2019-05-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i0507228750",NA,"1.1.1.1_Female_15-24: # of youth entrepreneurs & employees who benefitted from business management training","Individuals",28,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0663420247","s1722624781","2019-02-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.5: MSMEs incubation services",NA,"i1177663159",NA,"1.1.5.1: # of new/start-up businesses supported through incubation services","Start-ups",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0406908233","s1722624781","2019-07-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1712775115",NA,"1.1.1.1_Female_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",54,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1405894231","s1722624781","2019-03-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1798057250",NA,"1.1.3.2: # USD value of grant(s) disbursed to businesses","USD",18900,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1405894231","s1722624781","2019-03-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.5: MSMEs incubation services",NA,"i1177663159",NA,"1.1.5.1: # of new/start-up businesses supported through incubation services","Start-ups",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0667622835","s1722624781","2019-04-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.5: MSMEs incubation services",NA,"i1177663159",NA,"1.1.5.1: # of new/start-up businesses supported through incubation services","Start-ups",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1150614209","s1722624781","2019-06-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.5: MSMEs incubation services",NA,"i1177663159",NA,"1.1.5.1: # of new/start-up businesses supported through incubation services","Start-ups",30,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1405894231","s1722624781","2019-03-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1712775115",NA,"1.1.1.1_Female_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",54,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0663420247","s1722624781","2019-02-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1150007317",NA,"1.1.3.1: # of nano-enterprises supported through cash grants","Nano-enterprise",54,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m1405894231","s1722624781","2019-03-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.5: MSMEs incubation services",NA,"i1177663159",NA,"1.1.5.1: # of new/start-up businesses supported through incubation services","Start-ups",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar",NA,"p0000000011","CONCERN",NA,NA,"Germany","Livelihoods","None","No","Home Based and Services,Manufacturing","m0488371755","s1722624781","2019-05-01","Women,Youth",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i2085678564",NA,"1.1.1.1_Male_15-24: # of youth entrepreneurs & employees who benefitted from business management training","Individuals",0,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0477267292","s1749643358","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m1603009211","s1749643358","2019-04-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0687486748",NA,"1.1.3.1: # Micro-entreprise supported through in-kind grants","Micro-enterpris",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0601293819","s1749643358","2019-05-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1798057250",NA,"1.1.3.2: # USD value of grant(s) disbursed to businesses","USD",66904,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0477267292","s1749643358","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1152729479",NA,"1.1.3.1: # cooperatives supported through in-kind grants","Cooperatives",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m1603009211","s1749643358","2019-04-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i0865292938",NA,"1.1.1.1_Male_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",0,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0477267292","s1749643358","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i0687486748",NA,"1.1.3.1: # Micro-entreprise supported through in-kind grants","Micro-enterpris",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m1603009211","s1749643358","2019-04-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i0507228750",NA,"1.1.1.1_Female_15-24: # of youth entrepreneurs & employees who benefitted from business management training","Individuals",0,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0477267292","s1749643358","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i1091922875",NA,"1.2.1.1: # of assessments carried out","Assessments",100,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0477267292","s1749643358","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.3: Cash/in-kind grants to MSMEs/Coope",NA,"i1152729479",NA,"1.1.3.1: # cooperatives supported through in-kind grants","Cooperatives",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0601293819","s1749643358","2019-05-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.1.1: Business management trainings",NA,"i1712775115",NA,"1.1.1.1_Female_age>24: # of non youth entrepreneurs & employees who benefitted from business management training","Individuals",0,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0477267292","s1749643358","2019-03-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","SHEILD","p0000001514","SHEILD",NA,NA,"Others","Livelihoods","Other","Yes","Other service activities","m0601293819","s1749643358","2019-05-01","Women",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-07-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m1654452617","s1750010452","2019-07-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m0511845360","s1750010452","2019-04-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m1310713638","s1750010452","2019-06-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m0918278064","s1750010452","2019-05-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-08-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m0810620145","s1750010452","2019-08-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.1 & 1.2: MSME/Cooperatives Support and Value Chains - Governorate","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.2.1: VC assessment & gap identification",NA,"i0190733868",NA,"Put '1' for each month for which Activity-1.2.1 will be ongoing in this location","Unit",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Livelihoods","MOAg Strategy","Yes","Agriculture","m0635039682","s1750010452","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
