"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Outreach platform","What type of Retention Program does your Organization implement?","database.id","database"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0325783662","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_COMPL: # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls","2",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0514580921","s0253160853","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1986948345","Disability Indicator","1.1.3_Disability_CB-ECE_Speaking: # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","3",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0830841432","s0253160853","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0904961359","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","2",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0514580921","s0253160853","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0337403272","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_COMPL: # of boys (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Boys","223",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1805604275","s0253160853","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0904961359","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","2",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0746645306","s0253160853","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1318619487","Disability Indicator","1.1.3_Disability_CB-ECE_Audio (Hearing): # of children and youth with hearing impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0830841432","s0253160853","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment",NA,"i0981031220",NA,"---------- NFE ENROLLMENT OF CHILDREN WITH SPECIAL NEEDS ----------","Unit","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0058526611","s0253160853","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1986948345","Disability Indicator","1.1.3_Disability_CB-ECE_Speaking: # of children and youth with speaking impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","2",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0746645306","s0253160853","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment",NA,"i0981031220",NA,"---------- NFE ENROLLMENT OF CHILDREN WITH SPECIAL NEEDS ----------","Unit","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1722019384","s0253160853","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0904961359","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0830841432","s0253160853","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","214",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0830841432","s0253160853","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1418078201","Disability Indicator","1.1.3_Disability_CB-ECE_Visual (Seeing): # of children and youth with visual impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","4",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0746645306","s0253160853","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1289155385","CB-ECE","1.1.3_OTH_Female_3-5_CBECE_COMPL: # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0746645306","s0253160853","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1266189149","CB-ECE","1.1.3_LEB_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","2",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0746645306","s0253160853","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1318619487","Disability Indicator","1.1.3_Disability_CB-ECE_Audio (Hearing): # of children and youth with hearing impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","4",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0746645306","s0253160853","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1266189149","CB-ECE","1.1.3_LEB_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","2",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0514580921","s0253160853","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1289155385","CB-ECE","1.1.3_OTH_Female_3-5_CBECE_COMPL: # of girls (3-5 y) registered into regulated CB-ECE programs who have completed the cycle","Girls","1",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0514580921","s0253160853","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1318619487","Disability Indicator","1.1.3_Disability_CB-ECE_Audio (Hearing): # of children and youth with hearing impairment whose registration fees for regulated NFE programs are partially or fully subsidized","Individuals","5",NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0514580921","s0253160853","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2056010238","CB-ECE","1.1.3_OTH_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","17",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m0235451886","s0260078792","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1090811609","Basic BLN","1.1.3_SYR_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","30",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m0235451886","s0260078792","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1160236042","CB-ECE","1.1.3_OTH_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","19",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m0235451886","s0260078792","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1296587461","CB-ECE","1.1.3_SYR_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","27",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1126386836","s0260078792","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1266189149","CB-ECE","1.1.3_LEB_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","3",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1266189149","CB-ECE","1.1.3_LEB_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","2",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m0235451886","s0260078792","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2056010238","CB-ECE","1.1.3_OTH_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","73",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","25",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1126386836","s0260078792","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1375826460","Basic BLN","1.1.3_OTH_Male_10-14_BLNB_ENR: # of boys (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Boys","4",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1160236042","CB-ECE","1.1.3_OTH_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","47",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0067926729","CB-ECE","1.1.3_SYR_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","34",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m0235451886","s0260078792","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1121091759","Basic BLN","1.1.3_OTH_Female_10-14_BLNB_ENR: # of girls (10-14 y) whose registration fees to regulated BLN (basic) programs are partially or fully subsidized","Girls","4",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1282797175","s0260078792","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1160236042","CB-ECE","1.1.3_OTH_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","36",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1126386836","s0260078792","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i2056010238","CB-ECE","1.1.3_OTH_Male_3-5_CBECE_ENR: # of boys (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Boys","37",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m1126386836","s0260078792","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0904961359","CB-ECE","1.1.3_LEB_Female_3-5_CBECE_ENR: # of girls (3-5 y) whose registration fees to regulated CB-ECE programs are partially or fully subsidized","Girls","5",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Save the Children International","p0000000574","SCI",NA,NA,"Norway","m0235451886","s0260078792","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1929609244","s0275493199","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0462349216","s0275493199","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0360725894","s0275493199","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0360725894","s0275493199","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1163623903","s0275493199","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0360725894","s0275493199","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1929609244","s0275493199","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0462349216","s0275493199","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","3",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1163623903","s0275493199","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0462349216","s0275493199","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1286120807","s0275493199","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1286120807","s0275493199","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0075289232","Youth BLN","1.1.3_LEB_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Female","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1929609244","s0275493199","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","1",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1286120807","s0275493199","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1929609244","s0275493199","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0462349216","s0275493199","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i1016261142","Youth BLN","1.1.3_SYR_Female_15-20_BLNY_COMPL: # of females (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Fe","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m0360725894","s0275493199","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0630111631","Youth BLN","1.1.3_SYR_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Ma","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1163623903","s0275493199","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE Enrollment","Non-Formal Education","NFE Enrollment","# of children and youth whose registration fees for regulated NFE programs are partially or fully subsidized","i0668881883","Youth BLN","1.1.3_LEB_Male_15-20_BLNY_COMPL: # of males (15-20 y) registered into regulated BLN (youth) programs who have completed the cycle","Male","0",NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","American Near East Refugee Aid","p0000001452","ANERA",NA,NA,NA,"m1163623903","s0275493199","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
