"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","caza.code","caza.name","comment","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.project_code","projects.project_name","projects.start_date","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5gqxh","LBN42","Hasbaiya",NA,NA,"UNICEF",9,"Nabatiye","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5gqxi","LBN43","Marjaayoun",NA,NA,"UNICEF",9,"Nabatiye","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5gqxj","LBN52","Batroun",NA,NA,"UNICEF",4,"Nord","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5gqxk","LBN53","Bcharreh",NA,NA,"UNICEF",4,"Nord","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5gqxl","LBN54","Koura",NA,NA,"UNICEF",4,"Nord","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5pupm","LBN55","Miniyeh-Danniyeh",NA,NA,"UNICEF",4,"Nord","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5pupn","LBN56","Trablous",NA,NA,"UNICEF",4,"Nord","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",26
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5puqo","LBN57","Zgharta",NA,NA,"UNICEF",4,"Nord","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5puqp","LBN62","Jezzine",NA,NA,"UNICEF",8,"Sud","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5puqq","LBN61","Saida",NA,NA,"UNICEF",8,"Sud","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck7lq5purr","LBN63","Sour",NA,NA,"UNICEF",8,"Sud","2020-02","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck84lwdpl7","LBN51","Aakar",NA,"Swiss Red Cross","SRC",2,"Akkar","2020-02","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-03-31","SRC-Akkar","SRC-Akkar","2019-04-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",60
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck84mwvvjk","LBN23","Rachaiya",NA,"Austrian Red Cross","AutRC",6,"Bekaa","2020-02","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-10-31","AutRC-Kobelias-Rachaya","AutRC-Kobelias-Rachaya","2019-07-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",17
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck84mzvwvl","LBN25","Zahleh","Kobelias area","Austrian Red Cross","AutRC",6,"Bekaa","2020-02","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-10-31","AutRC-Kobelias-Rachaya","AutRC-Kobelias-Rachaya","2019-07-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",60
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck84n29j9m","LBN22","Hermel",NA,"German Red Cross","GRC",3,"Baalbek_Hermel","2020-02","Lebanese Red Cross","Lebanese Red Cross",NA,"2021-10-31","MoFA 8- Hermel Akkar","MoFA 8- Hermel Akkar","2019-11-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",150
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck84n49nxn","LBN51","Aakar",NA,"German Red Cross","GRC",2,"Akkar","2020-02","Lebanese Red Cross","Lebanese Red Cross",NA,"2021-10-31","MoFA 8- Hermel Akkar","MoFA 8- Hermel Akkar","2019-11-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",177
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck84n8fcyo","LBN21","Baalbek","Arsal Project","International Committee of the Red Cross","ICRC",3,"Baalbek_Hermel","2020-02","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-12-31","ICRC-Arsal Project","ICRC-BRC-Arsal","2019-04-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",153
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8o6jncb3","LBN51","Aakar",NA,"Swiss Red Cross","SRC",2,"Akkar","2020-03","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-03-31","SRC-Akkar","SRC-Akkar","2019-04-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",60
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8o6l3dy4","LBN23","Rachaiya",NA,"Austrian Red Cross","AutRC",6,"Bekaa","2020-03","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-10-31","AutRC-Kobelias-Rachaya","AutRC-Kobelias-Rachaya","2019-07-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",17
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8o6ms8t5","LBN25","Zahleh","Kobelias area","Austrian Red Cross","AutRC",6,"Bekaa","2020-03","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-10-31","AutRC-Kobelias-Rachaya","AutRC-Kobelias-Rachaya","2019-07-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",60
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8o6oupk7","LBN51","Aakar",NA,"German Red Cross","GRC",2,"Akkar","2020-03","Lebanese Red Cross","Lebanese Red Cross",NA,"2021-10-31","MoFA 8- Hermel Akkar","MoFA 8- Hermel Akkar","2019-11-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",177
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8o6qvia8","LBN22","Hermel",NA,"German Red Cross","GRC",3,"Baalbek_Hermel","2020-03","Lebanese Red Cross","Lebanese Red Cross",NA,"2021-10-31","MoFA 8- Hermel Akkar","MoFA 8- Hermel Akkar","2019-11-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",150
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8o6rrsr9","LBN21","Baalbek","Arsal Project","International Committee of the Red Cross","ICRC",3,"Baalbek_Hermel","2020-03","Lebanese Red Cross","Lebanese Red Cross",NA,"2020-12-31","ICRC-Arsal Project","ICRC-BRC-Arsal","2019-04-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",153
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw212","LBN51","Aakar",NA,NA,"UNICEF",2,"Akkar","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw223","LBN21","Baalbek",NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw224","LBN22","Hermel",NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw225","LBN23","Rachaiya",NA,NA,"UNICEF",6,"Bekaa","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw226","LBN24","West Bekaa",NA,NA,"UNICEF",6,"Bekaa","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw237","LBN25","Zahleh",NA,NA,"UNICEF",6,"Bekaa","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",2
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw238","LBN11","Beirut",NA,NA,"UNICEF",7,"Beyrouth","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw239","LBN31","Aaley",NA,NA,"UNICEF",5,"Mont Liban","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw23a","LBN32","Baabda",NA,NA,"UNICEF",5,"Mont Liban","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8znhw23b","LBN33","Chouf",NA,NA,"UNICEF",5,"Mont Liban","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1llc","LBN34","Jbayl",NA,NA,"UNICEF",5,"Mont Liban","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lmd","LBN35","Kesrouane",NA,NA,"UNICEF",5,"Mont Liban","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lme","LBN36","Metn",NA,NA,"UNICEF",5,"Mont Liban","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lmf","LBN41","Bent Jbayl",NA,NA,"UNICEF",9,"Nabatiye","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lmg","LBN44","El Nabatieh",NA,NA,"UNICEF",9,"Nabatiye","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lmh","LBN42","Hasbaiya",NA,NA,"UNICEF",9,"Nabatiye","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lmi","LBN43","Marjaayoun",NA,NA,"UNICEF",9,"Nabatiye","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lnj","LBN52","Batroun",NA,NA,"UNICEF",4,"Nord","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lnk","LBN53","Bcharreh",NA,NA,"UNICEF",4,"Nord","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni1lnl","LBN54","Koura",NA,NA,"UNICEF",4,"Nord","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni7grm","LBN55","Miniyeh-Danniyeh",NA,NA,"UNICEF",4,"Nord","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni7gsn","LBN56","Trablous",NA,NA,"UNICEF",4,"Nord","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",27
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni7gso","LBN57","Zgharta",NA,NA,"UNICEF",4,"Nord","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni7gsp","LBN62","Jezzine",NA,NA,"UNICEF",8,"Sud","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni7gsq","LBN61","Saida",NA,NA,"UNICEF",8,"Sud","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck8zni7gtr","LBN63","Sour",NA,NA,"UNICEF",8,"Sud","2020-03","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9to3yiq9","LBN24","West Bekaa",NA,NA,"WFP",6,"Bekaa","2020-04","WFP","World Food Programme",NA,"2020-12-31","WFP01","WFP-MPC","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",429520
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9to5pshb","LBN43","Marjaayoun",NA,NA,"WFP",9,"Nabatiye","2020-04","WFP","World Food Programme",NA,"2020-12-31","WFP01","WFP-MPC","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",130
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9wosnie2","LBN51","Aakar",NA,NA,"UNICEF",2,"Akkar","2020-04","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9wosnif3","LBN21","Baalbek",NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-04","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9wosnif4","LBN22","Hermel",NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-04","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9wosnif5","LBN23","Rachaiya",NA,NA,"UNICEF",6,"Bekaa","2020-04","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","01- Basic Assistance","Monthly Reporting:","ck3ib73wjt","District Level Reporting","ck3iatacrj","ck9wosnif6","LBN24","West Bekaa",NA,NA,"UNICEF",6,"Bekaa","2020-04","UNICEF","United Nations Children's Funds",NA,"2020-12-31","2490/A0/07/205/003/036","Integrated Child Well-being Social Assistance","2020-01-01","i0802626803",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)",0
