"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Site Type","report.id","site.id","start_date","database.id","database"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1611726752",NA,"1.1.a_LEB_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","3","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0794276870",NA,"1.1.a_LEB_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0297212034",NA,"1.1.a_SYR_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","6","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0872916983",NA,"1.1.a_OTH_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","0","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1290030936",NA,"1.1.a_PRS_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","11","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0872916983",NA,"1.1.a_OTH_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","0","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1181439711",NA,"1.1.a_SYR_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1068319008","Disability Indicator","1.1.a_Intellectual: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1900828307","s0324502255","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1789078278",NA,"1.1.a_PRL_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","45","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0366695753","Disability Indicator","1.1.a_Motor/Mobility: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","4","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i1711530638",NA,"1.1.a_PRS_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","11","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0258909807","Disability Indicator","1.1.a_Visual (Seeing): # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i1711530638",NA,"1.1.a_PRS_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","3","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1789078278",NA,"1.1.a_PRL_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","3","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0047742940",NA,"1.1.a_SYR_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","52","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0402491325",NA,"1.1.a_SYR_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","39","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0304450601","Disability Indicator","1.1.a_Speaking: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0596212316",NA,"1.1.a_OTH_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","0","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i1008497568",NA,"1.1.a_PRS_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","7","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i2142645873","Disability Indicator","1.1.a_Visual (Seeing): # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of ECD, primary and secondary facilitators/teachers who received training with funding provided by UNICEF","i0384711356",NA,"1.1.e_SYR_Female: # of ECD, primary and secondary facilitators/teachers who received training with funding provided by UNICEF","Individuals","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m2134175021","s0324502255","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0341143190",NA,"1.1.a_LEB_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","22","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1894303858",NA,"1.1.a_PRS_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","0","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-05-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0047742940",NA,"1.1.a_SYR_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1900828307","s0324502255","2019-05-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0163480054","Disability Indicator","1.1.a_Audio (Hearing): # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0402491325",NA,"1.1.a_SYR_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","13","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0047742940",NA,"1.1.a_SYR_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-04-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1181439711",NA,"1.1.a_SYR_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0245529022","s0324502255","2019-04-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0366695753","Disability Indicator","1.1.a_Motor/Mobility: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0297212034",NA,"1.1.a_SYR_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","52","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0280440818",NA,"1.1.a_PRL_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","45","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0258909807","Disability Indicator","1.1.a_Visual (Seeing): # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0596190804",NA,"1.1.a_PRL_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","19","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1474490584","Disability Indicator","1.1.a_Motor/Mobility: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-04-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1068319008","Disability Indicator","1.1.a_Intellectual: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","4","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0245529022","s0324502255","2019-04-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of ECD, primary and secondary facilitators/teachers who received training with funding provided by UNICEF","i0801561396",NA,"1.1.e_PRL_Female: # of ECD, primary and secondary facilitators/teachers who received training with funding provided by UNICEF","Individuals","28","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m2134175021","s0324502255","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-07-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of ECD, primary and secondary facilitators/teachers who received training with funding provided by UNICEF","i1671676898",NA,"1.1.e_LEB_Female: # of ECD, primary and secondary facilitators/teachers who received training with funding provided by UNICEF","Individuals","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m2134175021","s0324502255","2019-07-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1474490584","Disability Indicator","1.1.a_Motor/Mobility: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0280440818",NA,"1.1.a_PRL_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","23","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i0341143190",NA,"1.1.a_LEB_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","0","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i1894303858",NA,"1.1.a_PRS_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","7","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i1008497568",NA,"1.1.a_PRS_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0331167349","Disability Indicator","1.1.a_Intellectual: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","9","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-10-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0664735562",NA,"1.1.a_LEB_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","2","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1626103895","s0324502255","2019-10-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-01-31","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2018/2019","i2142645873","Disability Indicator","1.1.a_Visual (Seeing): # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2018/2019","Children","1","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m0383173672","s0324502255","2019-01-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0794276870",NA,"1.1.a_LEB_Male: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","22","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
"2019-09-30","OUTCOME 1 - CHILD DEVELOPMENT (Education)",NA,"Child Development","# of girls and boys (3-5), including CwDs, provided with support to access and enrolled in ECE schools 2019/2020","i0664735562",NA,"1.1.a_LEB_Female: # of girls and boys (3-5), including CwDs, provided with support to access and enrol in ECE schools 2019/2020","Children","3","Bourj El-Brajneh","21004","Baabda","LBN32","Mont Liban","5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",NA,"p0000021369","WELFARE",NA,NA,"Other","m1603397161","s0324502255","2019-09-01",10167,"LCRP-2019-R Palestinian Programme"
